Date/Time,CORNER_CLASS_1_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),MULT_CLASS_1_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORRIDOR_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORNER_CLASS_2_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),MULT_CLASS_2_POD_1_ZN_1_FLR_1:Zone Mean Air Temperature [C](Hourly),CORNER_CLASS_1_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),MULT_CLASS_1_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),CORRIDOR_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),CORNER_CLASS_2_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),MULT_CLASS_2_POD_1_ZN_1_FLR_1_LOTEMP:Zone Radiant HVAC Pump Electric Power [W](Hourly),COOLSYS1 CHILLER1:Chiller Electric Power [W](Hourly),CHILLED WATER LOOP CHW SUPPLY PUMP2:Pump Electric Energy [J](Hourly) 
 07/04  21:00:00,22.249425267129703,22.41770375794983,22.108240250283865,22.334817901245669,22.662302429412155,75.0,75.0,70.0,80.0,85.0,9544.25707061319,4359755.826898631 
 07/04  22:00:00,22.419270412023289,22.78599901777111,22.411334062753285,22.497872645901987,23.033694270519314,100.0,100.0,100.0,100.0,100.0,12093.212160707975,5129124.502233682 
 07/04  23:00:00,22.165053607742615,22.61056521323018,22.365928141350115,22.239047196098107,22.857755033720186,100.0,100.0,100.0,100.0,100.0,10369.036212862982,5129124.502233682 
 07/04  24:00:00,21.991615423318643,22.438220138137259,22.257774237442996,22.06151298842521,22.681016426593105,50.0,100.0,100.0,85.0,100.0,8325.062205114173,5129124.502233682 
 07/05  01:00:00,21.805596033869926,22.228468474291018,22.122883929548693,21.848025827222807,22.46459985058106,0.0,100.0,100.0,0.0,100.0,6919.59985146558,5129124.502233682 
 07/05  02:00:00,21.654262848526444,22.024949782604545,21.97830530915735,21.687513878313135,22.25188211790698,0.0,70.0,40.0,0.0,100.0,5868.351084885881,5129124.502233682 
 07/05  03:00:00,21.532504973784485,21.875932051398587,21.86547029401804,21.56533034729931,22.063998318988717,0.0,0.0,0.0,0.0,95.0,3060.5467181445048,4872668.277121998 
 07/05  04:00:00,21.448853468329767,21.80544912458486,21.791055183497656,21.480951902162404,21.929597375109286,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/05  05:00:00,21.394967596706218,21.76692012816974,21.741491389506245,21.426172409188316,21.867688232238938,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/05  06:00:00,21.44169451354129,21.7892233964815,21.741754474251345,21.484080178744976,21.88476792715967,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/05  07:00:00,20.738040351268507,20.95381080740942,21.008228136865158,20.798267612189457,21.039129551689937,0.0,0.0,0.0,0.0,0.0,5367.26332156821,5129124.502233682 
 07/05  08:00:00,21.274475352663339,21.388566877554579,20.913102565924459,21.333195725228344,21.465823125163337,0.0,0.0,0.0,0.0,0.0,6233.009223915421,5129124.502233682 
 07/05  09:00:00,21.854522619021759,21.895226793894076,21.08962445040593,21.842900682449586,21.897601838705325,15.0,20.0,0.0,0.0,10.0,6954.244549529352,5129124.502233682 
 07/05  10:00:00,22.218088616323674,22.182904033951894,21.2827765412117,22.14141270649032,22.116153395924166,100.0,100.0,0.0,100.0,100.0,11585.299473803072,5129124.502233682 
 07/05  11:00:00,22.482935791153225,22.381001873560686,21.442247939930366,22.346790406914129,22.250091071669226,100.0,100.0,0.0,100.0,100.0,13519.392129423399,5129124.502233682 
 07/05  12:00:00,22.731012969508389,22.583471701041018,21.594470101391705,22.52425994720727,22.37320814484437,100.0,100.0,0.0,100.0,100.0,14931.390281961692,5129124.502233682 
 07/05  13:00:00,22.90855495194842,22.725603262493178,21.7332546586437,22.662402029597048,22.46555987102665,100.0,100.0,0.0,100.0,100.0,15814.725192876524,5129124.502233682 
 07/05  14:00:00,23.055543792279189,22.816897895472473,21.86860677802392,22.797573381013917,22.539375911926507,100.0,100.0,0.0,100.0,100.0,16264.778898258159,5129124.502233682 
 07/05  15:00:00,23.26289649880923,22.810660298819536,21.99178401187691,23.02727960125913,22.54326163108902,100.0,100.0,40.0,100.0,100.0,16768.321479853978,5129124.502233682 
 07/05  16:00:00,23.44930439532153,22.74007527321182,22.041687349147467,23.262763076470344,22.507165983091029,100.0,100.0,100.0,100.0,100.0,17261.07109236162,5129124.502233682 
 07/05  17:00:00,23.367800470550706,22.336263000256886,21.986596681858573,23.271953983080349,22.191957007702674,100.0,100.0,40.0,100.0,100.0,14525.700466533846,5129124.502233682 
 07/05  18:00:00,22.95140550390379,21.996532160656384,21.83373248276855,22.929146071984584,21.941342778093096,100.0,55.0,0.0,100.0,30.0,9310.228232197476,5129124.502233682 
 07/05  19:00:00,22.29035709454904,21.75085109747678,21.627452871753783,22.339236511458887,21.791842473775185,100.0,0.0,0.0,100.0,0.0,6966.877209575748,5129124.502233682 
 07/05  20:00:00,21.70225682991777,21.508083654992796,21.386484586588247,21.796641794788028,21.587716923106656,5.0,0.0,0.0,20.0,0.0,5979.737062773517,5129124.502233682 
 07/05  21:00:00,21.930566151792964,22.05463813273971,22.023630273329358,22.0225252534943,22.16490472106072,40.0,65.0,60.0,70.0,75.0,5009.628060669684,3846843.3766752628 
 07/05  22:00:00,21.901971054187347,22.2095927644228,22.21363312838743,21.968047514613106,22.33003493481143,0.0,100.0,100.0,40.0,100.0,6938.546367251761,5129124.502233682 
 07/05  23:00:00,21.790595777678953,22.08836124623065,22.129453664919216,21.824432620898429,22.21120189381092,0.0,100.0,100.0,0.0,100.0,6945.122138067595,5129124.502233682 
 07/05  24:00:00,21.7160343316152,21.963968748897167,22.019481568973487,21.74027591787805,22.08226153025536,0.0,25.0,70.0,0.0,100.0,4650.517557588026,5129124.502233682 
 07/06  01:00:00,21.621026691391248,21.874297029568468,21.921329689321817,21.641523852791573,21.952527440744288,0.0,0.0,0.0,0.0,10.0,302.613506378499,512912.4502233682 
 07/06  02:00:00,21.55019987468648,21.829078817484363,21.862770972054915,21.568837344297767,21.88882863821957,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/06  03:00:00,21.478083981434709,21.789770782041268,21.81993794085796,21.499829012777505,21.8497357062472,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/06  04:00:00,21.406009068375153,21.749855465540596,21.78084291573812,21.43271240600627,21.814373370197733,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/06  05:00:00,21.34806206462246,21.719218012966537,21.752393651266343,21.37690574263314,21.78588438821128,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/06  06:00:00,21.382985472188687,21.741267833052626,21.758338982038518,21.42093597345522,21.809944233330528,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/06  07:00:00,20.696704968220954,20.909920969506666,21.02318959406858,20.7428344114295,20.97612863623568,0.0,0.0,0.0,0.0,0.0,4214.234249162911,5129124.502233682 
 07/06  08:00:00,21.244706540022344,21.36573493568997,20.969092460128246,21.273464131240745,21.41612261414258,0.0,0.0,0.0,0.0,0.0,5087.519324254626,5129124.502233682 
 07/06  09:00:00,21.879129447686958,21.938955828170767,21.165081346817624,21.843068626136483,21.9149081053095,20.0,30.0,0.0,10.0,20.0,6465.5088518462839,5129124.502233682 
 07/06  10:00:00,22.317747050039558,22.284299439056548,21.384376753538544,22.210775601419237,22.180583597293336,100.0,100.0,0.0,100.0,100.0,11093.847229140574,5129124.502233682 
 07/06  11:00:00,22.559357235927118,22.478668732375089,21.577584214999118,22.408290480893269,22.332045547040019,100.0,100.0,0.0,100.0,100.0,12227.9331595324,5129124.502233682 
 07/06  12:00:00,22.71678310235921,22.618310522536068,21.691226908425866,22.496152716439128,22.39207838216999,100.0,100.0,0.0,100.0,100.0,13693.383037354104,5129124.502233682 
 07/06  13:00:00,22.794737503590576,22.6702452826976,21.75724218923524,22.538161005626536,22.395681737944409,100.0,100.0,0.0,100.0,100.0,13426.087122778705,5129124.502233682 
 07/06  14:00:00,22.868402733647977,22.7231062973128,21.870984361032055,22.615797228501138,22.451220261212805,100.0,100.0,0.0,100.0,100.0,13197.593383975302,5129124.502233682 
 07/06  15:00:00,23.182363429536815,22.74191934753152,22.001395479208399,22.949227059915395,22.475976478671194,100.0,100.0,45.0,100.0,100.0,13870.216098043771,5129124.502233682 
 07/06  16:00:00,23.498174470062204,22.66775544771337,22.07860430671968,23.309505502128009,22.427074429668307,100.0,100.0,100.0,100.0,100.0,14673.533613275891,5129124.502233682 
 07/06  17:00:00,23.266346575687096,22.239949169909595,21.98739567467039,23.172951928328894,22.09523678676648,100.0,100.0,45.0,100.0,90.0,11494.618543560875,5129124.502233682 
 07/06  18:00:00,22.86724576212449,21.920224095471875,21.836866429544263,22.847516398583694,21.870222319005838,100.0,25.0,0.0,100.0,0.0,7187.601032032105,5129124.502233682 
 07/06  19:00:00,22.339664671242507,21.707389840590957,21.662239528192928,22.388205165187828,21.744561235717528,100.0,0.0,0.0,100.0,0.0,6725.376781866495,5129124.502233682 
 07/06  20:00:00,21.72635012671372,21.489143086574154,21.437440758420096,21.828024763762128,21.577593024637826,15.0,0.0,0.0,30.0,0.0,4610.054352327206,5129124.502233682 
 07/06  21:00:00,21.727251662627759,21.89327425048526,21.992560067831766,21.824782198044198,22.013984917970164,0.0,35.0,60.0,0.0,60.0,3594.6416926161066,3077474.7013402099 
 07/06  22:00:00,21.616165621929647,22.00997159131535,22.135239494761149,21.714917692869237,22.126014214581887,0.0,70.0,100.0,0.0,100.0,6355.691755475191,5129124.502233682 
 07/06  23:00:00,21.48462844349964,21.929939224372285,22.041949603357183,21.58382804945896,22.01446500592697,0.0,0.0,90.0,0.0,65.0,3304.931746532989,4616212.052010315 
 07/06  24:00:00,21.362065893745059,21.862450622612259,21.936730821956979,21.4597057509066,21.901053848676555,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  01:00:00,21.30904179387176,21.834751945744395,21.872307940422947,21.40557776433886,21.863052212108046,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/07  02:00:00,21.29892589836266,21.83202278500068,21.83683271017572,21.394889468325315,21.858856062200816,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
